SKU,Descripcion,Categoria,Proveedor,PriceARS,StockQty
BLTPPSX10,Plastiprem Paredes Salmon 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPSX20,Plastiprem Paredes Salmon 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPSX4,Plastiprem Paredes Salmon 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPTX1,Plastiprem Paredes Trigal 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPTX10,Plastiprem Paredes Trigal 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPTX20,Plastiprem Paredes Trigal 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPTX4,Plastiprem Paredes Trigal 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPX1,Plastiprem Paredes Blanco 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPX10,Plastiprem Paredes Blanco 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPX20,Plastiprem Paredes Blanco 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPPX4,Plastiprem Paredes Blanco 4 Lt - Premier,Pinturas,BlueTools,0,0
"BLTPR1,88",Regla Aluminio para Regla Vibratoria 1.88 mt - Barovo,Varios,BlueTools,0,0
BLTPR180,Proyectadora de Revoque - Duroll,Varios,BlueTools,0,0
"BLTPR2,44",Regla Aluminio para Regla Vibratoria 2.44 mt - Barovo,Varios,BlueTools,0,0
"BLTPR3,00",Regla Aluminio para Regla Vibratoria 3.00 mt - Barovo,Varios,BlueTools,0,0
"BLTPR3,66",Regla Aluminio para Regla Vibratoria 3.66 mt - Barovo,Varios,BlueTools,0,0
BLTPR76x450D,Precintos Reutilizables Negros 7.6 x 450 mm x 100 unid. - Duroll,Cintas y Precintos,BlueTools,0,0
BLTPREB0102,"Peine para Roscadora 1"" a 2"" - Barovo",Varios,BlueTools,0,0
BLTPREB2124,"Peine para Roscadora 2 1/2"" a 4"" - Barovo",Varios,BlueTools,0,0
BLTPRI101,Cerradura 101 126 x 63 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI101I,Cerradura 101 Izquierda 126 x 63 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI102,Cerradura 102 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI102I,Cerradura 102 Izquierda 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI104,Cerradura 104 Derecha 150 x 70 F 230 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI104I,Cerradura 104 Izquierda 150 x 70 F 230 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI106,Cerradura 106 Derecha 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI106I,Cerradura 106 Izquierda 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI107,Cerradura 107 Derecha 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI107I,Cerradura 107 Izquierda 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI2001,Cerradura 2001N con Pernos 148 x 73 F 238 x 27 - Prive,Bulonería,BlueTools,0,0
BLTPRI200B,Cerradura 200 Derecha 140 x 63 F 220 x 25 bolsa - Prive,Varios,BlueTools,0,0
BLTPRI200BI,Cerradura 200 Izquierda 140 x 63 F 220 x 25 bolsa - Prive,Varios,BlueTools,0,0
BLTPRI200D,Cerradura 200 Izquierda 140 x 63 F 220 x 25 - Prive XXXX,Varios,BlueTools,0,0
BLTPRI200DU,Cerradura 200 Izquierda 140 x 63 F 220 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI200I,Cerradura 200 Derecha 140 x 63 F 220 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI201,Cerradura 201 Derecha 145 x 68 F 237 x 28 - Prive,Varios,BlueTools,0,0
BLTPRI201I,Cerradura 201 Izquierda 145 x 68 F 237 x 28 - Prive,Varios,BlueTools,0,0
BLTPRI202,Cerrojo 202 Chica Doble Paleta y Perno - Prive,Bulonería,BlueTools,0,0
BLTPRI203,Cerrojo 203 Doble Paleta y Perno - Prive,Bulonería,BlueTools,0,0
BLTPRI204,Cerradura 204 Derecha 126 x 40 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI204I,Cerradura 204 Izquierda 126 x 40 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI205,Cerradura 205 Derecha 140 x 63 F 220 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI205I,Cerradura 205 Izquierda 140 x 63 F 220 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI206,Cerradura 206 Derecha 126 x 40 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI206I,Cerradura 206 Izquierda 126 x 40 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI207,Cerradura 207 Derecha 126 x 63 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI207B,Cerradura 207 Doble Paleta 126 x 63 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI207BI,Cerradura 207 Izquierda 126 x 63 F 183 x 20 bolsa - Prive,Varios,BlueTools,0,0
BLTPRI207CI,Cerradura 207 Izquierda 126 x 63 F 183 x 20 - Prive,Varios,BlueTools,0,0
BLTPRI208,Cerradura 208 Derecha 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI208B,Cerradura 208 Doble Paleta 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI208BI,Cerradura 208 Izquierda 126 x 63 F 213 x 25 Bolsa - Prive,Varios,BlueTools,0,0
BLTPRI208CI,Cerradura 208 Izquierda 126 x 63 F 213 x 25 - Prive,Varios,BlueTools,0,0
BLTPRI209,Cerrojo 209 Rectangular con 2 Llaves - Prive,Varios,BlueTools,0,0
BLTPRI210,Cerrojo 210 Doble Paleta y Perno - Prive,Bulonería,BlueTools,0,0
BLTPRI211,Cerrojo 211 Triple Paleta y Perno Niquelado - Prive,Bulonería,BlueTools,0,0
BLTPRI300,Candado Doble Paleta Nro 50 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI301,Candado Doble Paleta Aro Largo Nro 50 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI302,Candado Doble Paleta con Eslinga 70 cm Nro 50 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI303,Candado Doble Paleta con Eslinga 100 cm Nro 50 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI305,Candado Doble Paleta Nro 40 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI351,Candado Bronce Doble Traba 30 mm PRI351 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI353,Candado Bronce Combinacion Numerica 30 mm - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI354,Candado Bronce Doble Traba 40 mm PRI354 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI356,Candado Bronce Doble Traba 50 mm PRI356 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI357,Candado Bronce Doble Traba 60 mm - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI359,Eslinga Acero Revestido Pvc Combinacion Numerica 5 mm x 1 mt - Prive,Varios,BlueTools,0,0
BLTPRI360,Eslinga Acero Revestido Pvc para Candado 8 mm x 1.20 mt - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI361,Eslinga Acero Revestido Pvc para Candado 5 mm x 1 mt - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI400,Cerrojo 400 Barra Pasante Llave Cruz Cromo - Prive,Llaves,BlueTools,0,0
BLTPRI401,Cerrojo 401 Pasador con Seguro Cromado - Prive,Soportes,BlueTools,0,0
BLTPRI700,Candado Bronce Doble Traba 30 mm - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI701,Candado Bronce Doble Traba 40 mm - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI702,Candado Bronce Doble Traba 50 mm - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI704,Candado Blindado - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI705,Candado Laminado Doble Traba 30 mm 705 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI706,Candado Laminado Doble Traba 40 mm 706 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRI707,Candado Laminado Doble Traba 50 mm 707 - Prive,Bocallaves y Dados,BlueTools,0,0
BLTPRMD12,"Prensa Gatillo Rapida Accion 12"" 300 mm - Duroll",Sujeción,BlueTools,0,0
BLTPRMD6,"Prensa Gatillo Rapida Accion 6"" 150 mm - Duroll",Sujeción,BlueTools,0,0
BLTPRO100CE,Reflector Led 100W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO100FE,Reflector Led 100W Luz Fria - Candela,Iluminación,BlueTools,0,0
BLTPRO10CE,Reflector Led 10W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO10CSC,Reflector Led con Sensor 10W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO10FE,Reflector Led 10W Luz Fria - Etheos,Iluminación,BlueTools,0,0
BLTPRO10FSC,Reflector Led con Sensor 10W Luz Fria - Etheos,Iluminación,BlueTools,0,0
BLTPRO150FE,Reflector Led 150W Luz Fria - Candela,Iluminación,BlueTools,0,0
BLTPRO200CE,Reflector Led 200W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO200FE,Reflector Led 200W Luz Fria - Candela,Iluminación,BlueTools,0,0
BLTPRO20CE,Reflector Led 20W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO20FE,Reflector Led 20W Luz Fria - Candela,Iluminación,BlueTools,0,0
BLTPRO30CE,Reflector Led 30W Luz Calida - Candela,Iluminación,BlueTools,0,0
BLTPRO30FE,Reflector Led 30W Luz Fria - Candela,Iluminación,BlueTools,0,0
BLTPRO50CE,Reflector Led 50W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO50FE,Reflector Led 50W Luz Fria - Etheos,Iluminación,BlueTools,0,0
BLTPRO70CE,Reflector Led 70W Luz Calida - Etheos,Iluminación,BlueTools,0,0
BLTPRO70FE,Reflector Led 70W Luz Fria - Etheos,Iluminación,BlueTools,0,0
BLTPROS02,"Cuerpo Tobera Pro Spray 2"" 5 cm - Hunter",Varios,BlueTools,0,0
BLTPROS04,"Cuerpo Tobera Pro Spray 4"" 10 cm - Hunter",Varios,BlueTools,0,0
BLTPRX42A20,Set Pilas Recargables AA - Etheos,Juegos y Sets,BlueTools,0,0
BLTPRX43A10,Set Pilas Recargables AAA - Etheos,Juegos y Sets,BlueTools,0,0
BLTPS0210NEG,Tobera Ps Ultra Negra 1-360 PS0210  - Hunter,Varios,BlueTools,0,0
BLTPS0212VER,Tobera Ps Ultra Verde 1-360 PS0212 - Hunter,Varios,BlueTools,0,0
BLTPS0215NEG,Tobera Ps Ultra Negra 1-360 PS0215 - Hunter,Varios,BlueTools,0,0
BLTPS0217BLA,Tobera Ps Ultra Blanca 1-360 PS0217 - Hunter,Varios,BlueTools,0,0
BLTPS0410NEG,Tobera Ps Ultra Negra 1-360 PS0410 - Hunter,Varios,BlueTools,0,0
BLTPS0412VER,Tobera Ps Ultra Verde 1-360 PS0412 - Hunter,Varios,BlueTools,0,0
BLTPS0415NEG,Tobera Ps Ultra Negra 1-360 PS0415- Hunter,Varios,BlueTools,0,0
BLTPS0417BLA,Tobera Ps Ultra Blanca 1-360 - Hunter,Varios,BlueTools,0,0
BLTPS210N,Pincel S1000 Nro 10 - Gloss,Varios,BlueTools,0,0
BLTPS215N,Pincel S1000 Nro 15 - Gloss,Varios,BlueTools,0,0
BLTPS220N,Pincel S1000 Nro 20 - Gloss,Varios,BlueTools,0,0
BLTPS225N,Pincel S1000 Nro 25 - Gloss,Varios,BlueTools,0,0
BLTPS230N,Pincel S1000 Nro 30 - Gloss,Varios,BlueTools,0,0
BLTPS8F,Pinche Seguridad 8 Flores 4 Puntas 90 mm x 1 mt,Varios,BlueTools,0,0
BLTPS9,Pistola Arenadora Neumatica - Duroll,Varios,BlueTools,0,0
BLTPSPLD,"Pistola Sopletear Pico Largo R-1/4"" - Duroll",Soldadura,BlueTools,0,0
BLTPSU02,"Cuerpo Tobera Ps Ultra 2"" 5 cm - Hunter",Varios,BlueTools,0,0
BLTPSU04,"Cuerpo Tobera Ps Ultra 4"" 10 cm - Hunter",Varios,BlueTools,0,0
BLTPT10ADE,Protector Tension Digital 10 amp - Etheos,Varios,BlueTools,0,0
BLTPT10AE,Protector Tension 10 amp - Etheos,Varios,BlueTools,0,0
BLTPTACX1,Plastiprem Techos Azul Chapa 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTACX10,Plastiprem Techos Azul Chapa 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTACX20,Plastiprem Techos Azul Chapa 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTACX4,Plastiprem Techos Azul Chapa 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTAME0197,Membrana Autoadhesiva 10 cm x 10 mt,Varios,BlueTools,0,0
BLTPTAME0203,Membrana Autoadhesiva 15 cm x 10 mt,Varios,BlueTools,0,0
BLTPTAME0215,Membrana Autoadhesiva 25 cm x 10 mt,Varios,BlueTools,0,0
BLTPTAME0256,Membrana Autoadhesiva 10 cm x 25 mt,Varios,BlueTools,0,0
BLTPTAME0265,Membrana Autoadhesiva 15 cm x 25 mt,Varios,BlueTools,0,0
BLTPTAME0280,Membrana Autoadhesiva 25 cm x 25 mt,Varios,BlueTools,0,0
BLTPTBX1,Plastiprem Techos Blanco 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTBX10,Plastiprem Techos Blanco 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTBX20,Plastiprem Techos Blanco 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTBX4,Plastiprem Techos Blanco 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTGD3,Puntal Telescopico Galvanizado 1.8 a 3.0 mt Tubo 48 mm - Duroll,Varios,BlueTools,0,0
BLTPTGD36,Puntal Telescopico Galvanizado 2.0 a 3.6 mt Tubo 48 mm - Duroll,Varios,BlueTools,0,0
BLTPTGD46,Puntal Telescopico Galvanizado 2.5 a 4.6 mt Tubo 60/48 mm - Duroll,Varios,BlueTools,0,0
BLTPTM8X12,"Tornillo Autoperforante Tanque Mecha 8 x 1/2""",Herramientas Electricas,BlueTools,0,0
BLTPTNX1,Plastiprem Techos Negro 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTNX10,Plastiprem Techos Negro 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTNX20,Plastiprem Techos Negro 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTNX4,Plastiprem Techos Negro 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTRF32,Puntal Telescopico para Encofrado 2.0 a 3.2 mt Tubo 60/48 mm - Duroll,Varios,BlueTools,0,0
BLTPTRX1,Plastiprem Techos Rojo 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTRX10,Plastiprem Techos Rojo 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTRX20,Plastiprem Techos Rojo 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTRX4,Plastiprem Techos Rojo 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTSX1,Plastiprem Paredes Tostado 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTSX10,Plastiprem Paredes Tostado 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTSX20,Plastiprem Paredes Tostado 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTAX10,Plastiprem Techos Aluminio 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTAX20,Plastiprem Techos Aluminio 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTAX4,Plastiprem Techos Aluminio 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTX1,Plastiprem Techos Transparente 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTX10,Plastiprem Techos Transparente 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTX20,Plastiprem Techos Transparente 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTTX4,Plastiprem Techos Transparente 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTVCX1,Plastiprem Techos Verde Chapa 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTVCX10,Plastiprem Techos Verde Chapa 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTVCX20,Plastiprem Techos Verde Chapa 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTVCX4,Plastiprem Techos Verde Chapa 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTX1,Plastiprem Paredes Transparente 1 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTX10,Plastiprem Paredes Transparente 10 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTX20,Plastiprem Paredes Transparente 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPTX4,Plastiprem Paredes Transparente 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPU6DI,"Pinza Universal Crv Linea Industrial 6"" - Duroll",Pinzas y Alicates,BlueTools,0,0
BLTPU7DI,"Pinza Universal Crv Linea Industrial 7"" - Duroll",Pinzas y Alicates,BlueTools,0,0
BLTPU7LD,"Pinza Universal 7"" Linea Eco - Duroll",Pinzas y Alicates,BlueTools,0,0
BLTPU8DI,"Pinza Universal Crv Linea Industrial 8"" - Duroll",Pinzas y Alicates,BlueTools,0,0
BLTPV,Separadores Protector Varillas 6 a 25 mm x 400 unid. - Separadores CM,Varios,BlueTools,0,0
BLTPVIALACA20,Pintura Vial Alquidica Amarilla 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALACA4,Pintura Vial Alquidica Amarilla 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALACB20,Pintura Vial Alquidica Blanca 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALACB4,Pintura Vial Alquidica Blanca 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALCAA20,Pintura Vial Caucho Amarilla 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALCAA4,Pintura Vial Caucho Amarilla 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALCAB20,Pintura Vial Caucho Blanca 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTPVIALCAB4,Pintura Vial Caucho Blanca 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTPZ001,Equipo para Pintar 650W - Duroll,Varios,BlueTools,0,0
BLTQ601A,Alguicida 1 Lt - Nataclor,Varios,BlueTools,0,0
BLTQ602A,Alguicida 5 Lt - Nataclor,Varios,BlueTools,0,0
BLTQ603A,Alguicida 10 Lt - Nataclor,Varios,BlueTools,0,0
BLTQ604A,Clarificador 1 Lt - Nataclor,Varios,BlueTools,0,0
BLTQ605A,Clarificador 5 Lt - Nataclor,Varios,BlueTools,0,0
BLTQ606A,Clarificador 10 Lt - Nataclor,Varios,BlueTools,0,0
BLTR150910CO,Rafia Cubre Cerco con Ojal 1.50 x 10 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR150925CO,Rafia Cubre Cerco con Ojal 1.50 x 25 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR1509CO,Rafia Cubre Cerco con Ojal 1.50 x 50 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR151310CO,Rafia Cubre Cerco con Ojal 1.50 x 10 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR151325CO,Rafia Cubre Cerco con Ojal 1.50 x 25 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR1513CO,Rafia Cubre Cerco con Ojal 1.50 x 50 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR190910CO,Rafia Cubre Cerco con Ojal 1.90 x 10 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR190925CO,Rafia Cubre Cerco con Ojal 1.90 x 25 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR1909CO,Rafia Cubre Cerco con Ojal 1.90 x 50 mt 90 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR191310CO,Rafia Cubre Cerco con Ojal 1.90 x 10 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR191325CO,Rafia Cubre Cerco con Ojal 1.90 x 25 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR1913CO,Rafia Cubre Cerco con Ojal 1.90 x 50 mt 130 gr Proteccion UV - Gloss,Varios,BlueTools,0,0
BLTR75G1550,Rafia Cubre Cerco 1.50 x 50 mt 75 gr - Gloss,Varios,BlueTools,0,0
BLTR75G1950,Rafia Cubre Cerco 1.90 x 50 mt 75 gr - Gloss,Varios,BlueTools,0,0
BLTR90G1510,Rafia Cubre Cerco 1.50 x 10 mt 90 gr - Gloss,Varios,BlueTools,0,0
BLTR90G1525,Rafia Cubre Cerco 1.50 x 25 mt 90 gr - Gloss,Varios,BlueTools,0,0
BLTR90G1910,Rafia Cubre Cerco 1.90 x 10 mt 90 gr - Gloss,Varios,BlueTools,0,0
BLTR90G1925,Rafia Cubre Cerco 1.90 x 25 mt 90 gr - Gloss,Varios,BlueTools,0,0
BLTR90G1950,Rafia Cubre Cerco 1.90 x 50 mt 90 gr - Gloss,Varios,BlueTools,0,0
BLTRAG10,Rodillo Antigota 10 cm Tubo 40,Varios,BlueTools,0,0
BLTRAG17,Rodillo Antigota 17 cm Tubo 40,Varios,BlueTools,0,0
BLTRAG22,Rodillo Antigota 22 cm Tubo 40,Varios,BlueTools,0,0
BLTRAGFD,Rueda Andamio 160 mm Chapa/Goma Giratoria con Freno - Duroll,Varios,BlueTools,0,0
BLTRAGFUND,Rueda Andamio 160 mm Fundicion Goma Giratoria con Freno - Duroll,Varios,BlueTools,0,0
BLTRARHCE12,"Racord Acople Rosca Hembra 1/2"" a 3/4"" - Gloss",Varios,BlueTools,0,0
BLTRARHCE341,"Racord Acople Rosca Hembra 3/4"" a 1"" - Gloss",Varios,BlueTools,0,0
BLTRBAT2001,Repuesto Boquilla Aguja y Tapa Taza para Mod 2001 - Duroll,Varios,BlueTools,0,0
BLTRBAT827,Repuesto Boquilla Aguja y Tapa Aire H827 - Duroll,Varios,BlueTools,0,0
BLTRBCMG,Repuesto Botonera Comando Motor Guinche,Varios,BlueTools,0,0
BLTRC32208,Ruleman Conico Nacional 322208 - Duroll,Varios,BlueTools,0,0
BLTRCARM,Rueda Zorra Maciza Nacional D250 - Duroll,Varios,BlueTools,0,0
BLTRCBFD1,"Rueda Goma Base Fija 3"" 50 kg - Duroll",Varios,BlueTools,0,0
BLTRCBFD2,"Rueda Goma Base Fija 4"" 70 kg - Duroll",Varios,BlueTools,0,0
BLTRCBFD3,"Rueda Goma Base Fija 5"" 100 kg - Duroll",Varios,BlueTools,0,0
BLTRCBFD4,"Rueda Goma Base Fija 6"" 150 kg - Duroll",Varios,BlueTools,0,0
BLTRCBFD5,"Rueda Goma Base Fija 8"" 230 kg - Duroll",Varios,BlueTools,0,0
BLTRCBGD1,"Rueda Goma Base Giratoria 3"" 50 kg - Duroll",Varios,BlueTools,0,0
BLTRCBGD2,"Rueda Goma Base Giratoria 4"" 70 kg - Duroll",Varios,BlueTools,0,0
BLTRCBGD3,"Rueda Goma Base Giratoria 8"" 230 kg - Duroll",Varios,BlueTools,0,0
BLTRCBGD4,"Rueda Goma Base Giratoria 5"" 100 kg - Duroll",Varios,BlueTools,0,0
BLTRCBGD5,"Rueda Goma Base Giratoria 6"" 150 kg - Duroll",Varios,BlueTools,0,0
BLTRCE35GM,Repuesto Cartucho Monocomando 35 mm Ceramico,Varios,BlueTools,0,0
BLTRCE40GM,Repuesto Cartucho Monocomando 40 mm Ceramico,Varios,BlueTools,0,0
BLTRCGFD1,"Rueda Goma Base Giratoria con Freno 3"" 50 kg - Duroll",Varios,BlueTools,0,0
BLTRCGFD2,"Rueda Goma Base Giratoria con Freno 4"" 70 kg - Duroll",Varios,BlueTools,0,0
BLTRCGFD3,"Rueda Goma Base Giratoria con Freno 5"" 100 kg - Duroll",Varios,BlueTools,0,0
BLTRCGFD4,"Rueda Goma Base Giratoria con Freno 6"" 150 kg - Duroll",Varios,BlueTools,0,0
BLTRCGFD5,"Rueda Goma Base Giratoria con Freno 8"" 230 kg - Duroll",Varios,BlueTools,0,0
BLTRCP35GM,Repuesto Cartucho Monocomando 35 mm Cosedal Ceramico,Varios,BlueTools,0,0
BLTRCP40GM,Repuesto Cartucho Monocomando 40 mm Cosedal Ceramico,Varios,BlueTools,0,0
BLTRCRFEE,Repuesto Conjunto Roldante y Fijaciones para Soga Escalera Extensible - Gloss,Varios,BlueTools,0,0
BLTRCRNC,Repuesto Camara Rueda Neumatica para Carretilla 350-8 - Duroll,Varios,BlueTools,0,0
BLTRCRNZ,Repuesto Camara Rueda Neumatica para Zorra 350-4 - Duroll,Varios,BlueTools,0,0
BLTRCS515,Boquilla Tobera Rectangular Psul 9 mt RCS515 - Hunter,Varios,BlueTools,0,0
BLTRD221052,Rodel Widia 22 x 10.5 x 2 mm para CB80 - Duroll,Varios,BlueTools,0,0
BLTRD22646,Rodel Widia 22 x 6 x 4.6 mm para CB90-120 - Duroll,Varios,BlueTools,0,0
BLTRD2266,Rodel Widia 22 x 6 x 6 mm para CPDCB320 - Duroll,Varios,BlueTools,0,0
BLTRDP,Repuesto Deposito Plastico para H827/2001 - Duroll,Varios,BlueTools,0,0
BLTRE17,Rodillo Epoxi 17 cm Tubo 40,Varios,BlueTools,0,0
BLTRE22,Rodillo Epoxi 22 cm Tubo 40,Varios,BlueTools,0,0
BLTRE275B,"Roscadora Banco 1/2"" a 2"" - Barovo",Varios,BlueTools,0,0
BLTRE475B,"Roscadora Banco 1/2"" a 4"" - Barovo",Varios,BlueTools,0,0
BLTREM11,Rodillo Epoxi Mini 10 cm,Varios,BlueTools,0,0
BLTREM5,Rodillo Epoxi Mini 5 cm,Varios,BlueTools,0,0
BLTREM8,Rodillo Epoxi Mini 8 cm,Varios,BlueTools,0,0
BLTREPIO,Repuesto Barra Cobre para Ionizador - Kushiro,Varios,BlueTools,0,0
BLTRFA,Regla Aleacion para Fratacho 1.22 mt - Barovo,Albañilería,BlueTools,0,0
BLTRFM122,Regla Magnesio para Fratacho 1.22 mt - Barovo,Albañilería,BlueTools,0,0
BLTRGPEE,Repuesto Goma Apoya Poste Escalera Extensible Aluminio y Dielectrica - Gloss,Varios,BlueTools,0,0
BLTRHCD18100,Repuesto Set Hoja Cutter 18 x 100 x 0.5 mm x 10 unid. - Duroll,Juegos y Sets,BlueTools,0,0
BLTRL10,Rodillo Lanar Super Blanco 10 cm Tubo 50,Varios,BlueTools,0,0
BLTRL17,Rodillo Lanar Super Blanco 17 cm Tubo 50,Varios,BlueTools,0,0
BLTRL22,Rodillo Lanar Super Blanco 22 cm Tubo 40,Varios,BlueTools,0,0
BLTRLP22,Rodillo Lanar Super Blanco Premium 22 cm Tubo 50,Varios,BlueTools,0,0
BLTRMB42,Reten Magnetico 42 mm Pvc,Varios,BlueTools,0,0
BLTRMC,Rueda Maciza Nacional Carretilla C80 - Duroll,Varios,BlueTools,0,0
BLTRMD,Remachadora Profesional - Duroll,Varios,BlueTools,0,0
BLTRMH130,Rueda Maciza Nacional H130 - Duroll,Varios,BlueTools,0,0
BLTRMH150,Rueda Maciza Nacional H150 - Duroll,Varios,BlueTools,0,0
